"user_id","age","gender","ope","con","ext","agr","neu"
"17916896","49","0","0.72714","0.249935","-0.84022","-0.06552","0.44646"
"17956633","28","1","0.5135","-0.195702","-0.206102","0.187695","0.00549043"
"17998585","35","1","-0.450931","0.549639","0.448697","0.332424","-0.646954"
"18112020","58","0","-0.240522","0.339508","0.00970872","-0.0660117","-0.417458"
"18144320","28","0","0.663197","0.470654","-0.125571","-0.512922","-0.328733"
"18227956","39","1","-0.492518","0.0255233","-0.405557","0.109175","-0.0557817"
"18310576","35","1","0.540579","0.508366","0.160655","-0.1841","-0.511804"
"18382072","24","1","0.689844","0.182555","0.10268","-0.104316","0.267567"
"18498215","25","1","0.223915","0.246407","-0.0422173","0.453222","-0.656354"
"18556300","53","0","0.105641","0.586706","-0.219037","-0.426176","-0.2083"
"18570701","46","1","0.602812","-0.380185","-0.429947","-0.799455","0.146849"
"18591345","23","1","0.0857837","-0.701792","-0.696862","0.065485","0.700345"
"18608662","42","1","0.682487","-0.0484731","0.215124","0.0837719","0.146154"
"18623360","41","0","0.204358","0.262724","-0.00369649","-0.304017","0.010539"
"18658220","25","0","0.552802","-0.571904","-0.64782","-0.0678878","-0.281421"
"18705061","32","1","0.409039","0.376188","0.168003","0.165668","0.128154"
"18727486","27","0","0.744018","-0.775845","-0.643659","-0.138372","0.101347"
"18779480","20","1","-0.40833","0.0629052","0.579762","-0.027018","0.0327297"
"18784606","35","1","-0.214136","-0.32848","0.620567","0.329878","-0.511684"
"18804924","26","0","-0.0500836","-0.210261","0.246628","0.0797364","-0.143692"
"18888658","37","1","0.0547966","-0.151378","-0.333926","0.761973","-0.264402"
"19083393","47","0","-0.0799226","-0.0591421","0.132315","-0.443086","-0.301395"
"19155976","21","1","-0.702184","-0.119959","0.499433","0.197815","0.495073"
"19305956","29","1","0.250304","-0.327936","0.556229","0.178314","0.0144007"
"19310228","35","0","0.195221","0.134627","0.371471","-0.45469","-0.353696"
"19382449","40","0","0.336814","-0.0081775","0.0462297","-0.262327","-0.187113"
"19472429","29","1","0.0741901","0.135397","-0.178089","-0.238071","-0.258307"
"19483680","39","0","0.151433","0.249308","-0.0236683","-0.254181","-0.539629"
"19506961","42","1","-0.306473","0.840401","0.363364","0.647612","-0.139394"
"19571556","37","0","-0.147894","0.0511595","0.617068","0.238908","-0.592678"
"19691215","31","1","0.382374","-0.442723","-0.0814714","-0.399349","0.195412"
"19743660","23","1","-0.121832","0.324251","-0.139684","-0.68521","-0.128896"
"19882614","39","0","-0.0774913","0.584588","0.302361","0.0624033","-0.737787"
"19957642","38","1","-0.0171666","-0.0506646","-0.298806","-0.0484943","0.187173"
"20029003","25","1","0.357854","-0.767745","-0.47091","-0.429145","0.896207"
"20201869","25","1","0.85797","-0.545385","0.200885","-0.244334","0.291934"
"20435835","69","0","-0.0106297","0.357973","0.143094","-0.377894","-0.317467"
"20461419","71","0","0.371003","-0.080148","-0.292251","0.0796285","-0.411299"
"20485089","30","1","0.360509","0.347567","0.653552","0.263942","-0.220552"
"20487044","44","1","-0.218034","0.325088","-0.279522","0.436508","-0.288147"
"20619880","29","1","0.487677","0.254862","0.578297","0.874361","-0.273638"
"20679843","30","1","-0.284857","-0.00767435","-0.636908","0.0524601","0.310848"
"21156014","20","1","0.289434","0.0937121","-0.959038","-0.0580942","0.22093"
"21182582","27","1","0.215021","-0.240771","0.577264","-0.195408","-0.289244"
"21223300","31","0","0.389653","-0.622517","-0.18411","-0.133713","0.18617"
"21425163","36","1","-0.234028","0.34718","0.160152","0.419047","-0.245464"
"21554736","21","0","-0.134446","-0.25617","-0.460312","-0.0322948","-0.208111"
"21626832","15","0","0.305577","0.14071","0.19275","0.723173","0.328298"
"21675274","48","0","-0.102483","0.384165","0.0529761","-0.0553345","-0.305279"
"21686191","28","1","0.308824","-0.310682","0.262849","-0.067174","0.455913"
"21740223","25","1","0.353644","-0.34562","0.261628","-0.152305","0.182579"
"21747362","30","1","0.164865","-0.782243","-0.964531","-0.336513","0.78819"
"21796452","33","1","0.33463","-0.163971","-0.170787","0.0997522","0.312749"
"21807454","40","0","-0.0506826","0.564303","0.225486","0.087636","-0.387552"
"21820044","34","1","-0.0893295","-0.161909","-0.335445","-0.0303163","-0.0158219"
"21912195","40","0","0.63637","-0.20069","-0.247203","-0.0660998","-0.492095"
"22005168","25","1","0.574588","0.427743","0.36107","1.39451","-0.283078"
"22054026","35","1","-0.660469","0.683653","0.304373","0.406098","-0.426595"
"22054906","24","1","-0.386843","-0.102003","0.349275","0.325855","-0.548709"
"22220344","35","1","0.873217","-0.0512986","-0.217051","-0.70407","-0.0672023"
"22328300","47","1","0.428487","0.374926","-0.180142","-0.699532","-0.0968013"
"22383791","21","1","0.236546","-0.591851","-0.316574","-0.0697405","0.797142"
"22386019","31","1","0.266352","0.301511","0.445285","0.402305","-0.544715"
"22512818","35","1","0.0677163","0.666823","0.248276","0.382225","-0.804939"
"22596076","22","1","0.412054","-1.13369","-0.0696633","-0.772661","0.581831"
"22608233","28","1","0.725841","-0.292871","-0.644831","-0.175014","0.483335"
"22839475","31","0","0.329809","-0.427284","0.188189","-0.572521","0.0904756"
"22957679","46","1","-0.348926","0.678185","0.401856","0.472735","-0.46862"
"23104051","35","1","0.0268371","0.0571451","0.227827","0.0175479","-0.0544575"
"23105081","35","1","-0.193779","0.0252963","-0.0844426","-0.088956","-0.11491"
"23168247","27","1","-0.00452572","-0.353141","0.61359","-0.228456","-0.0855516"
"23213874","41","0","0.149087","0.0386388","-0.378535","-0.216076","-0.308968"
"23247502","67","0","0.235985","0.107307","0.390906","0.369996","-0.40385"
"23251048","57","1","1.25465","-0.377032","-0.424588","-1.02773","0.96181"
"23334389","48","1","-0.435016","0.369597","0.397416","0.703152","-0.432687"
"23336089","26","1","0.741429","-0.270236","0.367496","0.214276","-0.148624"
"23337497","35","0","-0.162171","-0.206706","-0.076593","-0.339314","0.172502"
"23340658","27","0","0.214813","-0.10594","-0.0969678","-0.890243","0.420307"
"23355835","37","1","0.0146872","0.0446738","0.0977341","0.143639","-0.266929"
"23375001","44","1","0.655595","0.522509","0.161856","0.735421","-0.650285"
"23406052","23","1","0.255909","-0.677736","-0.675103","-0.138257","0.176132"
"23443442","28","1","-0.0247526","-0.152588","0.127659","0.559849","0.0830651"
"23517690","28","0","0.00615779","-0.0920234","-0.546558","0.26593","-0.5513"
"23521579","41","1","-0.724062","-0.0882819","-1.00491","0.201539","1.409"
"23543313","28","1","0.797126","-0.104989","0.0202817","-0.140174","0.434087"
"23547198","28","0","0.262709","0.149062","0.227221","-0.0436717","-0.0895785"
"23553656","41","1","-0.0258164","0.434949","-0.240308","0.477342","-0.38556"
"23591197","21","1","0.198179","-0.454887","0.419623","0.228823","0.172577"
"23623869","28","1","-0.116616","-0.0591201","0.561762","0.55941","-0.185172"
"23650180","27","1","0.297864","0.0585109","0.334173","0.58582","-0.220956"
"23665666","22","1","0.680882","-0.128191","0.1359","-0.115722","0.182773"
"23670939","41","1","0.0666369","0.238411","-0.0833226","0.337646","0.69555"
"23673790","31","1","0.32509","0.117172","-0.577696","0.177974","0.462296"
"23744591","48","1","-0.0847665","0.408977","0.0821941","0.107231","-0.0746725"
"23802785","25","1","0.03467","-0.320467","0.282468","-0.0567894","0.00033852"
"23824143","26","1","0.669551","0.0726066","0.0964279","-0.0687062","-0.175566"
"23876749","32","1","0.324545","-0.344956","0.0378186","-0.206648","-0.186822"
"23929712","34","1","0.174729","-0.402446","-0.440269","0.104989","0.181613"
"24011546","22","1","-0.43445","0.21624","0.360781","0.57091","-0.477077"
"24027594","25","1","-0.586402","0.494286","0.275671","0.830026","-0.259731"
"24046872","32","1","0.339058","-0.121748","-0.215982","-0.241121","0.218112"
"24067153","26","0","1.03306","-0.285723","-0.395094","-0.165144","0.136156"
"24074553","26","1","0.983084","-0.844948","-0.932317","0.311565","1.07337"
"24095706","22","1","-0.0246857","-0.143579","0.319629","0.88097","0.20986"
"24173893","51","1","-0.0786394","0.381603","0.274268","0.360033","-0.489524"
"24344261","38","1","-0.288147","-0.623664","0.462906","-0.0257618","-0.360411"
"24344461","26","1","0.912102","-1.00159","-0.37216","-0.859263","0.554857"
"24363231","48","1","0.390638","-0.0187358","0.066112","0.371808","-0.0437391"
"24376324","24","1","0.572322","-0.995182","-0.986477","-0.315535","0.854549"
"24406012","59","1","0.554709","-0.100737","0.114098","-0.636622","-0.0184335"
"24463173","20","0","0.512726","-0.329181","0.675388","0.152832","-0.359321"
"24476975","35","1","0.516773","0.00780925","-0.116797","0.290264","-0.209974"
"24522352","55","1","0.0656421","0.0686128","-0.0594522","-0.141603","0.0856838"
"24568222","36","1","0.204949","-0.0187356","0.021443","0.4358","-0.198187"
"24569746","40","1","-0.248045","0.0426275","0.468663","0.171157","-0.213126"
"24638858","23","1","1.27835","-0.0718389","-0.169056","0.736536","-0.267777"
"24739635","30","1","0.997877","-0.114599","0.998503","0.136082","0.00477951"
"24910681","22","1","0.669686","0.126973","-0.279177","0.165975","0.125936"
"24968815","62","1","1.29911","0.350365","0.255214","0.836001","-0.784181"
"25011568","21","1","0.170571","0.139608","0.594422","0.923926","0.0892358"
"25090998","48","1","-0.00700105","-0.224088","0.0969568","-0.34465","-0.292628"
"25102592","43","1","0.606011","-0.00888409","-0.222507","0.274619","0.284458"
"25139243","33","0","0.667501","-0.383596","0.134072","0.129098","-0.415762"
"25142445","39","1","-0.350729","0.19143","0.211765","-0.0230321","0.416211"
"25343166","45","1","0.423412","0.483901","0.0215816","0.638453","-0.488254"
"25504874","43","1","0.545296","0.176867","0.625407","0.104974","0.309751"
"25518267","31","0","0.662305","-0.0150103","-0.205944","-0.173506","-0.406619"
"25615072","34","1","-0.427401","0.138931","-0.0601716","0.536905","-0.469616"
"25807866","30","1","-0.228053","0.153487","0.0982976","-0.0860146","0.14606"
"26025526","56","1","0.274326","0.333511","-0.473584","0.0430004","0.00527091"
"26030462","53","0","0.0791865","-0.00150262","-0.426215","-0.74352","0.0772255"
"26032633","33","1","0.170078","0.337269","0.205428","0.63592","-0.289903"
"26051041","21","1","0.523622","-0.572429","0.149036","-0.442037","0.410201"
"26077444","48","0","0.334031","0.695247","-0.278909","-0.152948","-0.472355"
"26100448","36","0","0.238911","0.368121","0.400712","0.190311","-0.617479"
"26120516","28","1","0.127866","0.0603497","-0.218453","-0.142407","0.469565"
"26145835","21","1","-0.389025","-0.57375","-0.457425","-0.24508","0.957345"
"26274866","40","0","0.289515","0.174029","-0.0172644","0.221513","-0.59663"
"26277872","40","1","0.238688","-0.13418","-0.447449","0.0370886","0.0024434"
"26288984","41","1","-0.11795","0.160217","0.0753734","0.271978","-0.549125"
"26328096","29","1","-0.195279","0.199777","0.599787","0.508926","-0.154182"
"26526284","67","0","0.556001","0.325588","-0.241765","-0.791051","-0.0436688"
"26565850","51","1","-0.124803","0.5119","0.375081","0.0310473","-0.314302"
"26697363","24","1","-0.144342","-0.303847","0.148247","-0.232882","-0.333565"
"26773418","36","1","0.698324","0.0824131","0.292982","0.80541","-0.509518"
"26934762","26","1","0.4687","0.041638","0.0667715","0.237803","0.766663"
"26936084","37","0","-0.292277","-0.054495","-0.182837","-0.147797","-0.301898"
"27003232","32","1","0.597595","0.0540767","-0.019245","-0.320475","0.289223"
"27112840","22","1","0.218232","-0.34512","0.0812287","0.0441375","-0.16116"
"27155420","24","1","0.0506235","0.0826378","0.090533","0.170485","-0.26495"
"27167575","49","1","-0.184578","-0.013995","0.228664","0.0895927","-0.323257"
"27198592","49","0","-0.933963","0.146474","-0.216377","-0.528618","-0.0354484"
"27260554","22","1","-0.163994","0.0952138","0.399366","0.0624702","-0.477606"
"27310424","39","0","0.328946","0.581604","-0.0639192","0.0981085","-0.791328"
"27540864","40","1","0.336697","-0.219842","-0.216336","-0.382252","0.710565"
"27569444","35","1","0.301583","-0.0951722","-0.155328","-0.345434","-0.167635"
"27633619","35","0","0.130574","0.0227451","0.17169","-0.0308929","-0.53821"
"27640903","41","1","0.78193","0.136382","0.275524","-0.481597","0.0767416"
"27694069","28","0","0.339995","0.0992035","0.100763","-0.0499147","-0.705699"
"27761720","21","1","0.578402","-0.34654","-0.275774","-0.215789","0.656495"
"27813723","23","1","-0.0392222","-0.121368","-0.0878136","0.414391","-0.157209"
"27984791","28","1","0.315759","0.229279","0.142411","0.178142","0.00399553"
"28158744","28","0","0.481417","-0.0345437","-0.000984272","-0.364819","-0.509027"
"28190854","29","1","0.523864","-0.0798572","0.265186","0.177957","0.142152"
"28223191","31","1","-0.21203","0.120666","0.027333","0.350227","-0.351184"
"28333766","30","1","-0.158601","0.115493","0.0855853","0.152374","-0.0866172"
"28409935","43","0","0.205074","0.65262","0.200533","-0.0324417","-0.64573"
"28445180","35","1","0.0100158","0.324759","0.59326","0.0348005","-0.562523"
"28610967","40","1","-0.53766","0.0257804","0.269659","0.475982","-0.0387855"
"28688420","25","1","-0.712292","0.079349","-0.0328234","0.473032","0.185837"
"28717534","41","1","0.135353","0.0040523","-0.272979","-0.153617","-0.298882"
"28741336","28","1","0.0384281","0.106124","-0.109944","0.376805","-0.0758622"
"29105100","32","1","0.422996","0.468176","0.692","0.518802","-0.322057"
"29142475","34","1","-0.174839","-0.0485304","0.356581","0.397034","-0.458463"
"29283906","30","1","-0.237108","0.750445","-0.0523685","0.303846","-0.476326"
"29345746","32","0","0.52536","-0.00103627","0.0422064","-0.0264073","-0.264711"
"29478618","35","1","0.37625","0.325939","0.455807","0.28542","-0.61916"
"29479002","36","0","0.171295","0.866369","0.390436","0.251224","-0.743261"
"29506510","25","1","0.495733","-0.0667656","0.102166","-0.473631","0.119414"
"29579036","38","1","-0.0635977","0.234017","0.147166","0.445839","-0.713619"
"29584756","53","1","-0.010226","0.15583","0.190381","1.47156","0.0969301"
"29607309","24","0","-0.40384","-0.231215","-0.365809","-0.0620465","-0.547451"
"29859592","41","1","0.198246","0.382304","0.934566","1.13487","0.0704069"
"29871516","29","0","0.652922","-0.0076692","0.228227","0.240521","-0.578473"
"29885625","22","1","-0.0294583","0.0420776","-0.120102","0.990036","0.184715"
"30013968","29","1","-0.00889461","0.0138346","0.336998","0.243687","-0.389553"
"30017722","58","1","0.756175","0.430946","-0.0480645","0.0321167","-0.301609"
"30134334","30","1","0.487566","0.324757","0.531747","0.397163","0.131596"
"30247831","24","1","0.0531307","-0.252764","0.0867761","-0.482543","-0.274946"
"30314509","53","0","-0.322713","0.58184","-0.0812816","0.768275","-1.10993"
"30469473","35","1","0.468696","-0.0203942","0.780201","-0.630378","-0.621514"
"30500943","23","1","0.194037","-0.441462","-0.60615","-0.549666","0.262138"
"30560989","20","1","-0.149137","-0.742881","-0.555039","-1.03714","0.830472"
"30574904","28","1","0.436479","0.126538","-0.0647876","0.0196462","0.196444"
"30612357","25","0","0.264247","-0.530624","0.0413176","-0.0792552","-0.1045"
"30712159","26","1","0.387467","-0.264708","-0.315016","-0.380839","0.69328"
"30729030","27","1","0.895906","-0.224775","0.278943","-0.51362","0.0754856"
"30763639","21","1","0.366115","-0.375669","0.329805","-0.291545","0.516299"
"30767096","20","0","0.899659","-0.320992","-0.158269","-0.212571","0.432904"
"30820485","28","1","0.0410038","0.568209","-0.164008","0.574985","-0.100396"
"30997364","23","1","1.00321","-0.629398","-0.1492","0.941086","-0.378998"
"31071868","38","1","0.415656","0.0124136","0.162881","-0.603197","0.0904613"
"31484282","39","1","0.0752373","0.519242","0.739814","0.658952","-0.681632"
"31836615","30","0","0.528755","-0.14411","-0.516173","0.229364","-0.0247014"
"31879215","29","0","0.492328","0.347753","-0.108714","0.597354","-0.989831"
"31893543","26","0","-0.208467","0.445668","0.238983","0.0316789","-0.377522"
"31905992","37","1","0.17016","-0.457606","-0.342185","-0.121717","0.563097"
"32245274","29","0","-0.230798","0.259559","0.45386","-0.108254","-0.560726"
"32272015","45","1","0.179154","-0.114729","0.362194","0.576535","-0.462688"
"32342259","23","1","0.649318","-0.187864","0.639729","0.538252","-0.531526"
"32425125","45","0","-0.247041","0.404822","0.475138","-0.127525","-0.448636"
"32549836","21","1","0.173406","0.166552","0.56583","0.183926","0.118854"
"32596943","39","0","0.613399","0.151414","0.166952","0.178057","0.0458814"
"32623738","29","0","0.359129","-0.290573","-1.43988","0.190595","0.0219518"
"32694145","31","1","0.529676","1.10131","0.977066","0.663084","-0.51659"
"32953389","20","1","-0.345957","-0.0704528","0.222101","-0.454667","-0.11444"
"33105358","48","1","0.0852438","0.373252","0.417464","0.243369","-0.666045"
"33125629","73","0","0.100791","0.511974","-0.162515","-0.449777","-0.162911"
"33130809","19","1","0.124428","-0.203588","0.390967","0.412613","0.433643"
"33161856","41","1","0.380018","0.618923","-0.129403","-0.161911","-0.234368"
"33354054","26","1","0.360528","-0.231197","0.0577502","-0.485228","0.335862"
"33391247","30","0","0.292696","-0.175488","0.530279","-0.0195638","-0.192161"
